iter	Passed	Remaining
372	6492	7432
373	6508	7413
374	6525	7395
375	6545	7380
376	6563	7364
377	6587	7354
378	6605	7337
379	6621	7318
380	6636	7298
381	6657	7285
382	6672	7265
383	6691	7249
384	6706	7229
385	6727	7215
386	6742	7195
387	6757	7175
388	6775	7158
389	6792	7140
390	6810	7124
391	6826	7104
392	6841	7085
393	6856	7065
394	6873	7047
395	6893	7032
396	6910	7015
397	6929	6999
398	6946	6980
399	6968	6968
400	6985	6950
401	7003	6933
402	7021	6917
403	7037	6898
404	7054	6879
405	7073	6864
406	7089	6845
407	7106	6827
408	7124	6810
409	7141	6792
410	7156	6773
411	7173	6755
412	7193	6740
413	7208	6721
414	7228	6706
415	7246	6688
416	7260	6668
417	7278	6652
418	7294	6633
419	7311	6615
420	7330	6599
421	7344	6579
422	7362	6562
423	7378	6542
424	7392	6523
425	7409	6505
426	7428	6489
427	7442	6468
428	7459	6450
429	7475	6432
430	7494	6416
431	7509	6397
432	7531	6383
433	7549	6366
434	7567	6349
435	7588	6335
436	7608	6320
437	7624	6301
438	7643	6285
439	7659	6266
440	7675	6248
441	7692	6230
442	7708	6211
443	7725	6194
444	7742	6176
445	7762	6161
446	7783	6146
447	7798	6127
448	7817	6111
449	7839	6097
450	7857	6080
451	7873	6061
452	7893	6046
453	7908	6027
454	7926	6010
455	7944	5993
456	7960	5974
457	7978	5957
458	7993	5938
459	8013	5922
460	8027	5903
461	8045	5886
462	8063	5869
463	8080	5851
464	8096	5832
465	8112	5814
466	8129	5796
467	8145	5778
468	8158	5757
469	8171	5737
470	8188	5719
471	8205	5702
472	8219	5682
473	8240	5667
474	8257	5649
475	8275	5633
476	8293	5616
477	8308	5596
478	8325	5579
479	8341	5561
480	8356	5542
481	8373	5524
482	8388	5505
483	8403	5486
484	8420	5469
485	8436	5450
486	8452	5432
487	8468	5414
488	8484	5396
489	8499	5377
490	8514	5358
491	8532	5341
492	8548	5323
493	8562	5303
494	8578	5285
495	8595	5268
496	8612	5250
497	8629	5233
498	8648	5217
499	8670	5202
500	8689	5185
501	8710	5170
502	8725	5151
503	8742	5134
504	8759	5117
505	8780	5101
506	8794	5082
507	8811	5064
508	8830	5048
509	8846	5030
510	8863	5012
511	8879	4994
512	8901	4980
513	8920	4963
514	8938	4946
515	8956	4929
516	8971	4911
517	8989	4893
518	9008	4877
519	9028	4861
520	9048	4845
521	9068	4829
522	9085	4811
523	9102	4794
524	9118	4776
525	9137	4759
526	9152	4741
527	9166	4722
528	9183	4704
529	9201	4687
530	9219	4670
531	9234	4652
532	9249	4633
533	9267	4616
534	9286	4599
535	9302	4581
536	9319	4564
537	9337	4547
538	9352	4528
539	9371	4512
540	9384	4492
541	9399	4474
542	9418	4457
543	9436	4440
544	9458	4425
545	9472	4406
546	9486	4387
547	9508	4372
548	9522	4353
549	9538	4335
550	9555	4318
551	9568	4298
552	9584	4280
553	9598	4262
554	9615	4244
555	9630	4226
556	9648	4209
557	9667	4192
558	9682	4174
559	9700	4157
560	9722	4141
561	9743	4126
562	9759	4108
563	9777	4091
564	9794	4073
565	9809	4055
566	9825	4037
567	9840	4019
568	9860	4003
569	9880	3986
570	9896	3968
571	9912	3951
572	9927	3932
573	9945	3915
574	9962	3898
575	9977	3880
576	9993	3862
577	10008	3843
578	10027	3827
579	10044	3809
580	10063	3793
581	10080	3775
582	10096	3758
583	10113	3740
584	10130	3723
585	10146	3705
586	10161	3687
587	10179	3669
588	10195	3652
589	10214	3635
590	10235	3619
591	10251	3601
592	10269	3584
593	10283	3566
594	10300	3548
595	10315	3530
596	10330	3512
597	10346	3494
598	10362	3477
599	10376	3458
600	10390	3440
601	10405	3422
602	10420	3404
603	10435	3386
604	10454	3369
605	10469	3351
606	10485	3333
607	10503	3316
608	10518	3299
609	10533	3280
610	10548	3262
611	10563	3244
612	10579	3227
613	10597	3210
614	10614	3192
615	10629	3174
616	10644	3157
617	10658	3138
618	10674	3121
619	10690	3103
620	10705	3085
621	10724	3069
622	10741	3051
623	10758	3034
624	10773	3016
625	10789	2999
626	10804	2981
627	10818	2963
628	10834	2945
629	10849	2927
630	10866	2910
631	10880	2892
632	10894	2874
633	10910	2856
634	10926	2839
635	10941	2821
636	10957	2803
637	10972	2786
638	10987	2768
639	11002	2750
640	11018	2733
641	11034	2715
642	11052	2698
643	11069	2681
644	11085	2663
645	11103	2646
646	11117	2629
647	11133	2611
648	11151	2594
649	11173	2578
650	11189	2561
651	11206	2543
652	11220	2525
653	11239	2509
654	11254	2491
655	11270	2474
656	11286	2456
657	11301	2438
658	11317	2421
659	11332	2403
660	11346	2386
661	11361	2368
662	11378	2351
663	11392	2333
664	11407	2315
665	11423	2298
666	11438	2280
667	11455	2263
668	11469	2245
669	11486	2228
670	11501	2211
671	11518	2193
672	11533	2176
673	11549	2159
674	11568	2142
675	11587	2125
676	11602	2108
677	11622	2091
678	11638	2074
679	11656	2056
680	11671	2039
681	11686	2021
682	11708	2005
683	11728	1989
684	11744	1971
685	11764	1955
686	11782	1937
687	11802	1921
688	11819	1904
689	11837	1887
690	11855	1870
691	11872	1852
692	11886	1835
693	11903	1818
694	11917	1800
695	11934	1783
696	11952	1766
697	11972	1749
698	11987	1732
699	12003	1714
700	12025	1698
701	12045	1681
702	12060	1664
703	12075	1646
704	12090	1629
705	12105	1611
706	12123	1594
707	12138	1577
708	12153	1559
709	12167	1542
710	12183	1525
711	12199	1507
712	12219	1491
713	12234	1473
714	12255	1456
715	12270	1439
716	12288	1422
717	12303	1405
718	12319	1387
719	12338	1370
720	12355	1353
721	12370	1336
722	12388	1319
723	12406	1302
724	12421	1284
725	12435	1267
726	12454	1250
727	12468	1233
728	12485	1215
729	12499	1198
730	12514	1181
731	12532	1164
732	12548	1147
733	12561	1129
734	12583	1112
735	12599	1095
736	12613	1078
737	12632	1061
738	12650	1044
739	12670	1027
740	12687	1010
741	12706	993
742	12726	976
743	12744	959
744	12761	942
745	12777	924
746	12792	907
747	12806	890
748	12821	873
749	12837	855
750	12853	838
751	12870	821
752	12885	804
753	12901	787
754	12920	770
755	12934	752
756	12951	735
757	12964	718
758	12979	701
759	12997	684
760	13017	667
761	13032	649
762	13047	632
763	13062	615
764	13078	598
765	13093	581
766	13117	564
767	13135	547
768	13150	530
769	13166	512
770	13180	495
771	13198	478
772	13214	461
773	13229	444
774	13245	427
775	13262	410
776	13280	393
777	13296	375
778	13310	358
779	13326	341
780	13343	324
781	13361	307
782	13376	290
783	13392	273
784	13410	256
785	13432	239
786	13453	222
787	13471	205
788	13493	188
789	13512	171
790	13535	154
791	13556	136
792	13573	119
793	13588	102
794	13606	85
795	13622	68
796	13635	51
797	13653	34
798	13667	17
799	13685	0
