,actual_CETR,actual_GETR,actual_TSTA,actual_TSDA,pred_CETR,pred_GETR,pred_TSTA,pred_TSDA
11,0.295608392,0.302835547,-0.067752099,-0.040320756,0.2886470825838465,0.29199525518878744,-0.07971574745430132,-0.06014367285999356
21,0.278554209,0.221889165,0.000489943,-0.007288934,0.26174437845591214,0.23212732967560612,0.02290614544721592,0.020251102188296954
34,0.257583701,0.0,-0.022096114,-0.021270467,0.27460139106826986,0.022256645385887452,-0.012963433301564464,-0.00930390546590587
48,0.053460835,0.222581304,0.024169164,0.019693731,0.06414610654553243,0.19074676350356867,0.04537478129408257,0.041970464131964036
62,0.235214224,0.129368083,0.014151168,0.012045185,0.2086409237496092,0.1224933040610594,0.022105329830623077,0.023486544245045593
73,0.155829995,0.20171942,0.024596552,0.029726634,0.10015967593590958,0.1740282196048213,0.02459502070740882,0.028788161114697175
86,0.0,0.0,-0.016429,-0.018938757,0.014617789226758049,0.0122548821020938,-0.018640673103902827,-0.02248543279321069
111,0.0,0.0,-0.059558036,-0.070912812,-0.0013343848305460426,-0.004415638757137685,-0.0676517378663739,-0.07967315891860949
121,0.001325379,0.266461054,0.01444578,0.032049886,0.04515813689077319,0.2702910011375863,0.05744639439263821,0.07346027617786888
143,0.226803182,0.20602017,0.077370769,0.072010487,0.24969192142765095,0.22842315674932934,0.03589032464990893,0.03781335375883543
166,0.238153543,0.236907407,0.077299144,0.088173151,0.22782352530341754,0.22624615543482207,0.05369518551128749,0.059741509582885044
180,0.0,0.0,-0.081811306,-0.075499599,0.003846171292590128,0.003471520052244159,-0.06893254452063857,-0.06563064100495097
192,0.142282291,0.235967533,-0.007512805,-0.017390842,0.14588186963700522,0.21548398793737533,0.02288883243301143,0.01740022552536402
241,0.431270733,0.31295043,0.008738172,0.018405068,0.4286851637326343,0.3194176254380068,0.007156358707486987,0.007625068951668368
255,0.105794119,0.2283104,-0.119779858,-0.119944899,0.09266397605352594,0.21470813183207582,-0.11582238771539721,-0.11588295403915794
263,0.943652498,0.0,-0.015365768,-0.009337268,0.9564411467122476,-0.02188881329306014,-0.00040751141533590385,-0.0015535800380064302
296,0.0,0.0,-0.099859641,-0.0900583,0.015496286534510517,0.01927959284773806,-0.06073908668426142,-0.051463868904818355
310,0.276528341,0.02363931,0.019365184,0.01343832,0.302735047236407,0.096778649909524,0.04060267487611213,0.034234106909089235
327,0.049634875,0.126614761,-0.042992522,-0.043299891,0.05444343651991446,0.13338862071141722,-0.02588691772885454,-0.030745851778362976
351,0.138922581,0.452231138,-0.05174406,-0.014860826,0.10807893618013154,0.45451310962900493,-0.06469329065997798,-0.03896081103913218
377,0.128564682,0.187231113,0.018716604,0.018131636,0.1497663537106142,0.19729620163171546,0.07330560431255151,0.06244231347782403
393,0.003857442,0.21195911,0.037254687,0.042977132,0.018495981517414606,0.22215294404962016,0.027634011784172685,0.0293468761983533
397,0.206346223,0.216566817,0.037786816,0.039139716,0.19519962836752924,0.20880249943590456,0.030110887805420816,0.04042874326755452
406,0.007837919,0.216111038,0.019002617,0.035241965,0.03932293427282829,0.22565763367481395,0.0523115608029201,0.05306692744826336
420,0.44389209,0.261340803,0.004190792,0.007241893,0.42184203939129006,0.24162032198378114,0.01805073690603365,0.015799195085094198
431,0.135968423,0.261748227,-0.012712012,-0.02889571,0.13264867045074524,0.27622846485378716,-0.033821401466781253,0.0016226428307177798
436,0.022807263,0.022102246,-0.035804656,-0.011391998,0.04760059713599318,0.03703754636418921,-0.04998872628759443,-0.028072700097521164
444,0.821569934,0.0,-0.04970001,-0.05209495,0.7983985131742166,-0.018064353365240038,-0.022703313639141243,-0.03072440810146304
454,0.151057398,0.56497034,0.029271925,0.013233695,0.1429018481128672,0.5506394749040666,0.022614360940785616,0.006495264478530771
480,0.013753514,0.0,-0.012880662,0.017459029,0.018287342426727804,0.012962050511703183,-0.028256050503401298,-0.01274443933882452
494,0.258752116,0.210512886,-0.023262057,-0.025301866,0.26924745842969955,0.22509471846003493,0.001293370171282504,-4.2015282772922546e-05
506,0.010379938,0.269165246,-0.034487218,-0.027192972,0.01901308957524428,0.26541219527819737,-0.0022873663244702414,-0.0026515724939812912
518,0.035203679,0.184514989,-0.073059739,-0.085888711,0.03542178094681603,0.17647975650753267,-0.0950409448412195,-0.07627603465995492
539,0.359938259,0.184913111,-0.27326157,-0.270993438,0.3386896951711087,0.18155949127739746,-0.26179094613979714,-0.2582215210606975
549,0.109815472,0.262634542,-0.045154233,-0.018430693,0.09185074548403449,0.25536974398837486,-0.02592140290546041,-0.015416715534243508
562,0.189685117,0.12161668,0.058107691,0.042560274,0.16429187606759044,0.11714585538368283,-0.007329235534641043,-0.011126150930550693
576,0.077785303,0.205336146,0.010857167,0.014213531,0.08360617195878817,0.20777482124864122,0.014711682952622596,0.020917442175182543
592,0.0,0.0,-0.233829788,-0.226228195,0.03832757130049558,0.024308817253668735,-0.3033564886043507,-0.30909241527177755
608,0.315827532,0.467697001,0.00759784,0.004422932,0.29958828672988247,0.4478824400611998,0.016193632563290095,0.00872709584552922
621,0.045909498,0.124205464,0.130521337,0.112633132,0.03170295858094718,0.10647367361084292,0.07896150415369263,0.07072720477760441
640,0.099471721,0.133224773,-0.079920555,-0.0692265,0.09890074247138259,0.13256833517053934,-0.01502079071025264,-0.016163322027580307
663,0.0,0.0,-0.023965988,-0.023977822,0.019594143831465516,0.00856363059944698,-0.024195737835441378,-0.023587953998131184
683,0.073135045,0.063311052,-0.024735848,-0.020511075,0.05606130785266927,0.05411194491904325,-0.01878257387322435,-0.01689707910338001
698,0.421615727,0.247672681,-0.01108427,-0.015729093,0.4358970598316283,0.2582699742571961,-0.010515184990666171,-0.020908766770965315
712,0.492822978,0.433890167,-0.128765557,-0.104793319,0.48872266663542163,0.43026867172508076,-0.14902235822406595,-0.12390214092792462
725,1.0,1.0,0.019340778,0.012833895,1.002182623403538,0.9292365299181142,-0.011750768477142515,-0.02050814149347957
734,0.559694795,0.120992428,-0.005584392,-0.004964232,0.5889093168549131,0.13839203158263302,0.004631082468620207,-0.0005027336699896523
745,1.0,0.0,-0.103656283,-0.094446591,1.010467149427651,-0.0070559227654953816,-0.07489499066591065,-0.07019314733916815
760,0.336036922,0.056953201,-0.149530383,-0.15815462,0.30932185082444263,0.05303574519012244,-0.2009746482697672,-0.1912568453949106
774,0.221144109,0.202488022,-0.012391521,-0.003605369,0.21603616305511864,0.2129794752804699,0.011784754312557766,0.016788954458007765
788,0.116976041,0.167264547,-0.23579968,-0.23073122,0.13281123533962713,0.18586097603409257,-0.3001777895257618,-0.2947694950013897
800,0.316080671,0.214322285,-0.030270907,-0.028716895,0.35272480696030684,0.23567828225515086,-0.000726538973026436,0.0012871056872185704
860,0.044321823,0.105290524,0.012450706,-0.003726134,0.030075516691223214,0.08236235046915397,0.02132185495215566,0.01396055090661008
869,1.0,0.237226247,0.010789569,-0.00376251,0.9785628683324852,0.1749356397811468,0.03485455784542779,0.016445191898043277
883,0.032464103,0.289401057,0.092712482,0.059698443,0.0338220890663159,0.28159124010119996,0.02688788419067123,-0.002691764241738781
908,0.010381221,0.261494671,-0.068571772,-0.116624322,0.0316330534296263,0.2743045672948341,-0.07676681205926528,-0.09748848299693691
933,1.0,0.0,-0.177517634,-0.13121984,0.9965368063183142,0.03537270355191424,-0.14720788341469415,-0.10382402539601543
946,0.079057538,0.075681322,-0.020531115,-0.019918036,0.0449647228230301,0.042056226899774174,0.0076429414506797855,0.00146222209220781
951,0.033772173,0.061254724,-0.043624996,-0.058717363,0.03244442020251981,0.031689826968910095,-0.20055086308371983,-0.20832615208515648
965,0.105310537,0.147717545,-0.001499285,-0.013821921,0.09991801271484135,0.14632293816688957,-0.015792764533756554,-0.010464480075448535
984,0.171949463,0.182836575,0.045520178,0.030132609,0.13944223348584828,0.1563023577266449,0.05491594618496265,0.046934703288414426
1001,0.07569372,0.299395628,0.080259062,0.042857808,0.08311083493310534,0.2941233225708757,0.06234934118026558,0.04895757123468769
1025,0.259176938,0.278847334,-0.017741003,-0.002228065,0.2104721718281226,0.26502029733154586,-0.02598473108231758,-0.021716532628957452
1047,0.484698134,0.247557177,-0.182252254,-0.132811352,0.46130941767095734,0.2573357689489484,-0.13205901211600235,-0.10533718800871839
1061,0.00508178,0.054882367,-0.029741158,-0.001115433,0.005914865533011238,0.02893910822130863,-0.020777477752474738,-0.01403631462735433
1086,0.692413546,0.0,0.010259783,-0.016399987,0.7255302375986581,0.014314197185683497,-0.0074480345036676,-0.021085218772981307
1099,0.194226207,0.211310759,-0.009116328,-0.02057601,0.20544235999900806,0.20832538215487517,-0.015547494632414782,-0.022576889037509318
1141,0.180948848,0.197329918,0.01256675,0.022243002,0.19378681278922372,0.2116553283696021,-0.006150987651153628,-0.001685460487067303
1154,0.12264162,0.225971272,0.205746313,0.224016776,0.11538970098449042,0.2106507189124045,0.2283266324479314,0.2389469437794105
1174,0.014593108,0.05900513,0.016561547,0.028878953,0.026278770485117064,0.06707264133653723,0.05261722515679068,0.057252923290768365
