target,R2,MAE,RMSE
CETR,0.7401964002173981,0.08398628756899208,0.11479136529622741
GETR,0.6245069669576652,0.05735657004663865,0.08300234262866131
TSTA,0.8785431443871815,0.05268681988496503,0.09592783992871501
TSDA,0.8873644062793369,0.04986013064044941,0.09370579275093188
